Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"McCoy, J.E., Hewitt, D.G., Bryant, F.C.","Dispersal by yearling male white-tailed deer and implications for management",2005,"Journal of Wildlife Management","69","1",,"366","376",,32,10.2193/0022-541X(2005)069<0366:DBYMWD>2.0.CO;2,"http://www.scopus.com/inward/record.url?eid=2-s2.0-18044381934&partnerID=40&md5=40fa40720ecb6f25eaf4eacb7f2523b2",Article,Scopus,2-s2.0-18044381934
