Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Zebell, S.G., Dong, X.","Cell-Cycle Regulators and Cell Death in Immunity",2015,"Cell Host and Microbe","18","4", 1345,"402","407",,,10.1016/j.chom.2015.10.001,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84944211478&partnerID=40&md5=775d977589572db14fa36fb6690d70f6",Review,Scopus,2-s2.0-84944211478
"Wang, S., Gu, Y., Zebell, S.G., Anderson, L.K., Wang, W., Mohan, R., Dong, X.","A noncanonical role for the CKI-RB-E2F cell-cycle signaling pathway in plant effector-triggered immunity",2014,"Cell Host and Microbe","16","6",,"787","794",,6,10.1016/j.chom.2014.10.005,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84920615073&partnerID=40&md5=e58f52f34ace831b3e48f18ba215c734",Article,Scopus,2-s2.0-84920615073
